Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR29828454,2024-07-15 13:29:19,2024-07-15 13:18:35,16634393,1330751440,0,80,541,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828454/SRR29828454.lite.1,SRX25327229,EE395,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996011,SAMN42493268,simple,1561046,honey metagenome,EE395,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A595673083053FE928181486763587B6,4B80723D72066DFEF5A913AD4E40438C
SRR29828453,2024-07-15 13:29:19,2024-07-15 13:16:49,16525017,1322001360,0,80,537,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828453/SRR29828453.lite.1,SRX25327230,EE396,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996010,SAMN42493269,simple,1561046,honey metagenome,EE396,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1C4F521BC75CD7DD72EC7440A1C1353F,8F3A08DEB68C0046234383A3EDEA767B
SRR29828461,2024-07-15 13:29:18,2024-07-15 13:17:09,8924933,713994640,0,80,295,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828461/SRR29828461.lite.1,SRX25327222,CN441,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996004,SAMN42493262,simple,1561046,honey metagenome,CN441,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C312E779EE5C6A429CC5AD0F572EC00A,75B5FFEB560954EAB9E47DC5DE3D47C4
SRR29828460,2024-07-15 13:29:19,2024-07-15 13:17:53,16892185,1351374800,0,80,553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828460/SRR29828460.lite.1,SRX25327223,CN442,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996005,SAMN42493263,simple,1561046,honey metagenome,CN442,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,AE5E105DB009A4E8631F954D8DCAF328,1E660D024B5FFDBE997FF1AF5B15F192
SRR29828459,2024-07-15 13:29:19,2024-07-15 13:16:04,14424808,1153984640,0,80,470,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828459/SRR29828459.lite.1,SRX25327224,CN444,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996006,SAMN42493264,simple,1561046,honey metagenome,CN444,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A783ED0CBF1AFA9B1F52E96C7DEA602C,E5D64E43B1C7406DC4AA2B72D3401EA8
SRR29828458,2024-07-15 13:29:19,2024-07-15 13:18:53,15975774,1278061920,0,80,523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828458/SRR29828458.lite.1,SRX25327225,CN449,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996007,SAMN42493265,simple,1561046,honey metagenome,CN449,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,2ED6D7DB5487CA39098D8B6CBEC7ECCF,7667776160DF495D2945B1D3DBE4D7D1
SRR29828457,2024-07-15 13:29:19,2024-07-15 13:19:14,18450174,1476013920,0,80,623,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828457/SRR29828457.lite.1,SRX25327226,EE048,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996008,SAMN42493050,simple,1561046,honey metagenome,EE048,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,4F4463248E672BC3F7109B467194AC1D,FE1B09ADB781F96D275D8644A4C94E9E
SRR29828466,2024-07-15 13:29:18,2024-07-15 13:16:16,15212228,1216978240,0,80,557,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828466/SRR29828466.lite.1,SRX25327217,EE379,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995999,SAMN42493240,simple,1561046,honey metagenome,EE379,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D87AF2A0F920930464C9096652F5A2F4,51947BC2E1760319A3F44A8D205162E4
SRR29828465,2024-07-15 13:29:18,2024-07-15 13:17:31,15417829,1233426320,0,80,563,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828465/SRR29828465.lite.1,SRX25327218,EE380,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996000,SAMN42493241,simple,1561046,honey metagenome,EE380,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,6D1FF060894808CAFCF3047174C2CFB5,048698EC9245D19BBB69861DE550FD33
SRR29828464,2024-07-15 13:29:18,2024-07-15 13:15:28,14111989,1128959120,0,80,516,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828464/SRR29828464.lite.1,SRX25327219,EE381,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996001,SAMN42493242,simple,1561046,honey metagenome,EE381,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,801BF866B7F983C84F2D13F9BDAA306B,35D5E748B6B33846202585244A924F7F
SRR29828463,2024-07-15 13:29:18,2024-07-15 13:15:49,8019369,641549520,0,80,298,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828463/SRR29828463.lite.1,SRX25327220,GR404,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996002,SAMN42493260,simple,1561046,honey metagenome,GR404,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,9AA758EBB9CFBC32935123704698BFAD,6A5B33586CCC561213D81920C0F294D3
SRR29828462,2024-07-15 13:29:18,2024-07-15 13:17:56,6863824,549105920,0,80,254,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828462/SRR29828462.lite.1,SRX25327221,PT403,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21996003,SAMN42493261,simple,1561046,honey metagenome,PT403,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,0E414E38403802F6705A7BD3A66880AB,BB83EEFB2E352C7713521D61AF41A2FE
SRR29828471,2024-07-15 13:29:18,2024-07-15 13:19:06,13962477,1116998160,0,80,468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828471/SRR29828471.lite.1,SRX25327212,EE044,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995994,SAMN42493047,simple,1561046,honey metagenome,EE044,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C316B60B8ABA56220A25D5713FF84557,22794A8FB4217CE52F882997F501538A
SRR29828470,2024-07-15 13:29:18,2024-07-15 13:17:02,13154216,1052337280,0,80,484,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828470/SRR29828470.lite.1,SRX25327213,EE367,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995995,SAMN42493236,simple,1561046,honey metagenome,EE367,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,11FB4884891127E4B7E9F36D502EBFDA,EE2E61B6610097553DCDA7C577CFA630
SRR29828469,2024-07-15 13:29:18,2024-07-15 13:19:28,14349983,1147998640,0,80,526,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828469/SRR29828469.lite.1,SRX25327214,EE373,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995996,SAMN42493237,simple,1561046,honey metagenome,EE373,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5BE3275F937F799CE03EC19A112CC786,6343D777189CDD04FC7C5FA78B3004FF
SRR29828468,2024-07-15 13:29:18,2024-07-15 13:18:46,14334969,1146797520,0,80,526,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828468/SRR29828468.lite.1,SRX25327215,EE376,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995998,SAMN42493238,simple,1561046,honey metagenome,EE376,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,875DF4066A938B961A886BD51982B502,89F06140E065E51657CAD097B95AFFF9
SRR29828467,2024-07-15 13:29:18,2024-07-15 13:18:43,14461845,1156947600,0,80,532,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828467/SRR29828467.lite.1,SRX25327216,EE378,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995997,SAMN42493239,simple,1561046,honey metagenome,EE378,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,55FFE85239EDB365C65EA7C76B21A78F,C54AB7F29BDEB36D8B0A1E9C9BC142F2
SRR29828475,2024-07-15 13:29:17,2024-07-15 13:18:53,15789124,1263129920,0,80,577,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828475/SRR29828475.lite.1,SRX25327208,CH407,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995990,SAMN42493230,simple,1561046,honey metagenome,CH407,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5B8C2E71A196CECFFD82CC30B118BF6F,F11767F8EB1F701123183314A0E7D912
SRR29828476,2024-07-15 13:29:17,2024-07-15 13:17:22,15767682,1261414560,0,80,596,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828476/SRR29828476.lite.1,SRX25327207,EE356,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995989,SAMN42493211,simple,1561046,honey metagenome,EE356,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D314B68AA02884FBBF7259CCAC73811C,35345E887F30E86F975E5D20A9D6634B
SRR29828474,2024-07-15 13:29:17,2024-07-15 13:18:20,14867096,1189367680,0,80,544,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828474/SRR29828474.lite.1,SRX25327209,EE362,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995991,SAMN42493233,simple,1561046,honey metagenome,EE362,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,2EDA78A7AACCFA32EB419B1E1E264EED,5C083B36E5020AF40709B91FBED66A2F
SRR29828473,2024-07-15 13:29:17,2024-07-15 13:17:18,14130148,1130411840,0,80,517,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828473/SRR29828473.lite.1,SRX25327210,EE363,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995992,SAMN42493234,simple,1561046,honey metagenome,EE363,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,17BE247A29140EA854A37F539E278D7E,6E824998D10C5DE1B38AAC478CC53C7E
SRR29828472,2024-07-15 13:29:17,2024-07-15 13:16:58,13963300,1117064000,0,80,510,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828472/SRR29828472.lite.1,SRX25327211,EE366,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995993,SAMN42493235,simple,1561046,honey metagenome,EE366,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,3B593E4DF204395D1195F9B1FE8C42F8,4797910EA0646337ACE624C1C659C818
SRR29828478,2024-07-15 13:29:17,2024-07-15 13:17:49,14761855,1180948400,0,80,540,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828478/SRR29828478.lite.1,SRX25327206,CH406,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995988,SAMN42493229,simple,1561046,honey metagenome,CH406,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,42D9146E9031B2C0B5F437121851A576,71F80D53140200611A714C4EB3AA1075
SRR29828481,2024-07-15 13:29:17,2024-07-15 13:19:23,7562883,605030640,0,80,287,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828481/SRR29828481.lite.1,SRX25327203,DK352,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995985,SAMN42493200,simple,1561046,honey metagenome,DK352,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E9BC9FA275FDFD315EC99E510295A2B2,DB2E8E430533E42D6CC7297BEDB823E7
SRR29828482,2024-07-15 13:29:17,2024-07-15 13:16:34,11925543,954043440,0,80,419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828482/SRR29828482.lite.1,SRX25327202,ME325,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995984,SAMN42493199,simple,1561046,honey metagenome,ME325,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,14D2A6F84107C7D70E68CDC14D8D0CD9,DA37EB55A320CC304B02541BFF05736A
SRR29828480,2024-07-15 13:29:17,2024-07-15 13:15:48,12009679,960774320,0,80,461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828480/SRR29828480.lite.1,SRX25327204,ZZ368,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995986,SAMN42493227,simple,1561046,honey metagenome,ZZ368,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C2C9AABE66238F41C446E110928F2E38,6E801A0E2294A262A60BE8416424270D
SRR29828479,2024-07-15 13:29:17,2024-07-15 13:20:16,8735941,698875280,0,80,332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828479/SRR29828479.lite.1,SRX25327205,ZZ369,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995987,SAMN42493228,simple,1561046,honey metagenome,ZZ369,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C79B0EAEEC877E5C96C12B7FB25AE235,6587728F4EDA29E14CD75F43F7BA1F78
SRR29828486,2024-07-15 13:29:16,2024-07-15 13:17:41,23626216,1890097280,0,80,794,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828486/SRR29828486.lite.1,SRX25327198,EE040,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995980,SAMN42493043,simple,1561046,honey metagenome,EE040,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,5EAD5BDBF00E7449798261153FF796D1,8835B8FF3F5A448D01559DE75315BFBE
SRR29828487,2024-07-15 13:29:16,2024-07-15 13:17:04,13748939,1099915120,0,80,480,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828487/SRR29828487.lite.1,SRX25327197,EE334,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995976,SAMN42493195,simple,1561046,honey metagenome,EE334,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,2E95EC3E1A8FC481140836A5CCA75EA0,C31F7D97D48424C148342BEC94CCC559
SRR29828485,2024-07-15 13:29:16,2024-07-15 13:18:44,13808175,1104654000,0,80,481,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828485/SRR29828485.lite.1,SRX25327199,EE335,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995981,SAMN42493196,simple,1561046,honey metagenome,EE335,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,EADFEA256D3DE148A34E31ACCB4CDDAC,DC95F1C60094D7F91F1834FC1ECEB193
SRR29828484,2024-07-15 13:29:16,2024-07-15 13:18:19,6740118,539209440,0,80,240,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828484/SRR29828484.lite.1,SRX25327200,EE337,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995982,SAMN42493197,simple,1561046,honey metagenome,EE337,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A6B8DC8C2BBB21400A3EB44A6F7B4D74,C5117EFFD57A7FDD0F690FADA7247220
SRR29828483,2024-07-15 13:29:17,2024-07-15 13:18:47,13093123,1047449840,0,80,455,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828483/SRR29828483.lite.1,SRX25327201,EE339,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995983,SAMN42493198,simple,1561046,honey metagenome,EE339,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,21F9DD3BBF14C62B58E2D132549E059E,C3EE0856FB87A0A19C3052BC0D5B5BDF
SRR29828492,2024-07-15 13:29:16,2024-07-15 13:18:08,13781846,1102547680,0,80,479,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828492/SRR29828492.lite.1,SRX25327192,EE326,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995974,SAMN42493187,simple,1561046,honey metagenome,EE326,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,FD43D4DAF406E0BF5FD72F54A4FDBE77,7905502DFE4F2BEF0B25FF6487B85537
SRR29828491,2024-07-15 13:29:16,2024-07-15 13:20:20,15050827,1204066160,0,80,524,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828491/SRR29828491.lite.1,SRX25327193,EE327,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995975,SAMN42493188,simple,1561046,honey metagenome,EE327,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C20620D80D36DD7F7A21B8A352FE12E6,D4408D55BC8A5D1DE6087E0029FC0472
SRR29828490,2024-07-15 13:29:16,2024-07-15 13:18:49,12334466,986757280,0,80,432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828490/SRR29828490.lite.1,SRX25327194,EE331,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995977,SAMN42493192,simple,1561046,honey metagenome,EE331,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D347D0B5233BDBE41CCD74C7CEABA132,8987B9ADC126609E55F074E0A163E124
SRR29828489,2024-07-15 13:29:16,2024-07-15 13:17:17,14524844,1161987520,0,80,508,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828489/SRR29828489.lite.1,SRX25327195,EE332,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995978,SAMN42493193,simple,1561046,honey metagenome,EE332,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,3E603EADFB9B495F3DEA643BF500A22E,F712DC9B5715C486772E056A67394002
SRR29828488,2024-07-15 13:29:16,2024-07-15 13:17:09,13254084,1060326720,0,80,462,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828488/SRR29828488.lite.1,SRX25327196,EE333,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995979,SAMN42493194,simple,1561046,honey metagenome,EE333,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1C9C85EDA2434F0CCDC3B99ED4287C6F,4845F7ECCD09EEC271324DF4AD42577B
SRR29828495,2024-07-15 13:29:55,2024-07-15 13:23:44,18619316,1467330062,0,78,644,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828495/SRR29828495.lite.1,SRX25327189,EE230,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995971,SAMN42493169,simple,1561046,honey metagenome,EE230,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,CEEE7F2B40CF2D4E5C608A58B7CF57C7,1E9F191D3B86844D37F6DF3225D562D2
SRR29828494,2024-07-15 13:29:16,2024-07-15 13:19:23,14447698,1117323175,0,77,501,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828494/SRR29828494.lite.1,SRX25327190,EE258,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995972,SAMN42493170,simple,1561046,honey metagenome,EE258,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,B3E3B56A88C6E8DA44AFCA5372318D92,06A609B1ADA321B418B3D94DEA3AFA18
SRR29828493,2024-07-15 13:29:16,2024-07-15 13:14:48,15163916,1169619082,0,77,523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828493/SRR29828493.lite.1,SRX25327191,EE259,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995973,SAMN42493171,simple,1561046,honey metagenome,EE259,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1AB8F4381F7D2EA30FE576A0CCFC6658,1E61CE0C322D5AE5D9F44FFD7842F56A
SRR29828496,2024-07-15 13:29:16,2024-07-15 13:17:49,11750384,940030720,0,80,410,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828496/SRR29828496.lite.1,SRX25327188,EE324,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995970,SAMN42493186,simple,1561046,honey metagenome,EE324,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,86EB6F7D4C3CA2F3338F82D51B255F2A,DB247ED47BED271D8AA3039EBDB8DB95
SRR29828497,2024-07-15 13:29:15,2024-07-15 13:13:30,6493176,490932713,0,75,227,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828497/SRR29828497.lite.1,SRX25327187,ZZ220,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995968,SAMN42493137,simple,1561046,honey metagenome,ZZ220,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1CA3D8A5D7EB090BB3D9431E56DFFD27,6C6F3C32F51B0C80A6EE8A3EDFE2BDB4
SRR29828500,2024-07-15 13:29:15,2024-07-15 13:16:59,9172926,711994067,0,77,319,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828500/SRR29828500.lite.1,SRX25327184,EE170,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995966,SAMN42493140,simple,1561046,honey metagenome,EE170,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C5988B2733626A006F3A640C32FCD61D,BA6F06549894BF8C21981C722C34C831
SRR29828501,2024-07-15 13:29:15,2024-07-15 13:14:19,10264307,797737235,0,77,355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828501/SRR29828501.lite.1,SRX25327183,EE173,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995963,SAMN42493141,simple,1561046,honey metagenome,EE173,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E430F2FCF615BEAB380D75E9817531C5,1CC404C352F6C3980D479D1722CD6D1C
